exp_ic	age	spatial.std	spatial.avg	spatial.min	spatial.max	spatial.n.domains	threshold.area	region.majmin.ratio	region.centroid.1	region.centroid.0	threshold.perc	region.extent	region.majaxis	mass.region	mass.total	region.eccentricity	mass.perc	region.minaxis	region.orient	spatial.COMall.x	spatial.COMall.y	spatial.COMdom.x	spatial.COMdom.y	temporal.autocorr	temporal.min	temporal.max	temporal.std	temporal.n.freq	length	freq.maxsnr.freq	freq.range.high	freq.rangesz	freq.integrate	freq.maxsnr	freq.avgsnr	freq.range.low	artifact	signal	noise	hemodynamic	movement	res
190625_03-04_600components-0368	21	0.0007516532	2.41790719410545E-09	-0.0056584132	0.0052673049	0														692.2242384947	792.5968882157	826.184260643	872.7257223953	0.2145646066	-8.4144537349	6.9718513472	0.6068697584	2	17	2.5	0.0276213586	0.020716019	0.0454060989	2.4725659882	1.8718454841	0.0069053397	0	0	1			6.79
190625_03-04_600components-0369	21	0.0007516534	5.01130420552622E-10	-0.0050040078	0.0056703619	0														691.7286360302	792.3946354677	937.653882813	997.4196552954	0.0991494849	-8.7093622321	8.536949544	0.6068525363	3	7	4.2044820763	0.0358204704	0.0145214913	0.0040156281	1.2186189721	1.1231600513	0.0212989792	0	0	1			6.79
190625_03-04_600components-0370	21	0.0007516529	2.78366410044605E-10	-0.0047158751	0.0062551808	0														693.2097564057	792.4638885584	1022.6842394028	916.8377551953	0.1287763862	-7.8287888604	7.3465336998	0.6064989087	1	25	0.625	0.0390625	0.0341796875	0.0817534136	8.7776930062	2.3175604818	0.0048828125	0	0	1			6.79
190625_03-04_600components-0371	21	0.0007516534	8.88331838222069E-10	-0.005325393	0.0058152771	0														692.0602772582	792.4209424454	1070.46987194	1016.861693494	0.201260914	-8.1605971289	10.1712350524	0.6063647709	1	26	0.573127527	0.0425979583	0.0377151458	0.137435935	12.7410373016	3.6226007499	0.0048828125	0	0	1			6.79
190625_03-04_600components-0372	21	0.0007516535	6.51201723402163E-10	-0.0059755658	0.0051102234	0														692.6009438212	792.6727267495	746.7398101615	827.1548868807	0.0696150062	-7.777913679	8.1423773016	0.6057311799	3	0	5	5	0.414979784	0.0235280085	1.0441028959	1.0309673018	4.585020216	0	0	1			6.79
190625_03-04_600components-0373	21	0.0007516533	2.05562497933084E-09	-0.0051814541	0.0053607965	0														691.4406157797	792.9122691903	595.2174319412	883.5583913281	0.0863293995	-6.6810827085	8.0707542321	0.6057215768	3	0	5	5	0.414979784	0.0383467407	1.0714620834	1.0499216775	4.585020216	0	0	1			6.79
190625_03-04_600components-0374	21	0.000751653	-2.14389214901887E-09	-0.004763087	0.0056965895	0														691.7134017352	792.4161390753	735.6266641091	728.5165666093	0.1256286321	-9.7955940759	6.1560336396	0.6056473059	4	4	4.585020216	0.1703918332	0.0390017683	0.0020880257	1.0577141897	1.0265007006	0.1313900649	0	0	1			6.79
190625_03-04_600components-0375	21	0.0007516533	2.48375052600186E-09	-0.0048487386	0.0071696473	0														692.2254998342	792.764985165	750.1928235782	789.2666378103	0.109578637	-9.5754494184	6.7175123651	0.6054516194	3	0	5	5	0.414979784	0.0206212692	1.0407583232	1.0281205788	4.585020216	0	0	1			6.79
190625_03-04_600components-0376	21	0.0007516531	1.26772171325243E-09	-0.00674537	0.0052684932	0														692.0620064399	792.4191865542	435.092140412	907.7235117542	0.2217484497	-8.345338594	8.2648066928	0.6049058004	1	17	1.25	0.01953125	0.0146484375	0.0759758548	5.1930161989	2.9818899506	0.0048828125	0	0	1			6.79
190625_03-04_600components-0377	21	0.000751653	-1.73834666739077E-10	-0.0066627227	0.0051843982	0														691.9839925131	792.5440389154	845.8114171893	828.2607131632	0.096416949	-6.4717211782	9.7449439425	0.6048012822	1	1	5	0.0048828125	0	0.0002588963	1.1811500014	1.1811500014	0.0048828125	0	0	1			6.79
190625_03-04_600components-0378	21	0.0007516532	-4.94260240162492E-09	-0.0048302056	0.0053009438	0														691.5041404654	792.454287421	487.0365822923	887.4183353569	0.1718267738	-9.2302712778	8.7100552171	0.6044036425	4	3	4.585020216	4.2044820763	0.6689481703	0.0158729548	1.0301119085	1.0166487763	3.5355339059	0	0	1			6.79
190625_03-04_600components-0379	21	0.0007516534	-2.0563001336173E-09	-0.0051041166	0.0057229698	0														692.4617668838	793.3541697778	1189.8365600641	911.2219095187	0.0738499669	-8.7956670884	7.1403575634	0.6043340394	3	9	3.2420988866	0.0602426104	0.0301213052	0.0304899896	2.1184046992	1.5563507545	0.0301213052	0	0	1			6.79
190625_03-04_600components-0380	21	0.000751653	4.11193091120325E-09	-0.0057334756	0.0049029415	0														692.7077196071	792.4211307596	529.4998058647	668.8482232214	0.1308807087	-6.5487409527	8.2876614125	0.6039715007	1	24	0.6815673329	0.0358204704	0.0309376579	0.0500701634	3.1985820868	1.7952825396	0.0048828125	0	0	1			6.79
190625_03-04_600components-0381	21	0.0007516535	1.08140730828928E-09	-0.0051150675	0.007675779	0														691.9060668602	791.9992042655	669.3219195292	1014.6702370023	0.0707664508	-7.2982441092	8.655213647	0.6036586707	1	24	0.7432544469	0.0358204704	0.0309376579	0.0820633531	3.7882160786	2.3299328391	0.0048828125	0	0	1			6.79
190625_03-04_600components-0382	21	0.0007516536	-4.0575558427639E-09	-0.0051125213	0.0049908064	0														692.047550361	792.3054552364	898.7622590213	457.1271769223	0.112414366	-6.919996023	6.7079491143	0.6036436718	1	31	0.3716272234	0.0656950324	0.0608122199	0.118803554	5.9526854598	2.542406436	0.0048828125	0	0	1			6.79
190625_03-04_600components-0383	21	0.0007516533	6.05842398046707E-09	-0.0048898576	0.0053431898	0														692.1329645296	792.1090983475	1037.2494502271	980.3687947878	0.1802408854	-7.8850022394	7.0342774375	0.6036329262	3	0	5	5	0.414979784	0.0313552397	1.058200904	1.0437690697	4.585020216	0	0	1			6.79
190625_03-04_600components-0384	21	0.0007516531	-2.81274231031218E-11	-0.0060011529	0.0050634675	0														691.4007490707	792.3482405498	1098.2424601668	695.9784971054	0.1007786825	-7.0044618999	8.9133861593	0.6036022061	1	22	0.8105247217	0.0301213052	0.0252384927	0.1658555474	11.8022579668	4.7231853578	0.0048828125	0	0	1			6.79
190625_03-04_600components-0385	21	0.000751653	-5.60327610415121E-09	-0.0063599084	0.0050563795	0														691.9128520598	792.6283279026	905.8546484719	764.6702301651	0.1035222073	-8.6537835903	6.7519030374	0.6033092056	3	16	2.7262693317	0.0716409409	0.0521096909	0.0426440356	1.9060354939	1.445510833	0.01953125	0	0	1			6.79
190625_03-04_600components-0386	21	0.0007516536	-1.27732498707224E-09	-0.0052385782	0.0051717921	0														691.583110674	792.6133217437	1098.7655106172	770.0669753306	0.1368619952	-8.9619980312	7.8681393967	0.6032933694	2	31	0.625	0.0656950324	0.0608122199	0.1776184699	8.1529108322	3.4722829276	0.0048828125	0	0	1			6.79
190625_03-04_600components-0387	21	0.0007516538	5.59356015745262E-10	-0.0058525074	0.0052085957	0														691.5826786446	792.3432327884	998.4696028599	797.1444987866	0.0827121867	-8.0103525436	7.0447936532	0.6032648277	2	19	1.767766953	0.0232267015	0.018343889	0.1322334081	7.2873440876	4.5266598021	0.0048828125	0	0	1			6.79
190625_03-04_600components-0388	21	0.0007516531	1.46750365181965E-09	-0.0052340126	0.0060336363	0														691.5507573768	792.5405305368	620.5874372785	822.8007628641	0.1664309635	-7.5629810362	9.2784745903	0.6032046547	0									0	0	1			6.79
190625_03-04_600components-0389	21	0.0007516535	-1.75229283817614E-09	-0.0053469908	0.0049997786	0														691.7054265282	792.323475638	1200.0267984853	751.2711477608	0.1215650237	-8.4987137103	10.847335916	0.6031082287	2	11	3.2420988866	0.0929068059	0.0538443059	0.051034264	1.9416602733	1.5537045479	0.0390625	0	0	1			6.79
190625_03-04_600components-0390	21	0.000751653	-8.38615559517906E-10	-0.0050569729	0.005295801	0														691.5905769003	791.7828332897	977.0562972913	764.8755872703	0.0944494813	-8.2711420474	8.6670285632	0.6029140314	5	0	5	5	0.414979784	0.0490650152	1.1176623538	1.0639021992	4.585020216	0	0	1			6.79
190625_03-04_600components-0391	21	0.0007516533	-6.72129259736779E-10	-0.0051915029	0.0050994652	0														691.5564872586	792.3552260534	1008.9166856387	861.3590017406	0.2073680197	-7.2841369402	6.2133302236	0.6027906872	2	4	4.585020216	0.1858136117	0.04253173	0.0074697317	1.1346591014	1.0834647651	0.1432818818	0	0	1			6.79
190625_03-04_600components-0392	21	0.0007516533	-4.15237520053227E-09	-0.0050913053	0.0052839572	0														692.4678324743	792.2653868188	997.1924316334	618.4281302557	0.1122621762	-8.055786184	7.7177881748	0.602137206	1	23	1.6210494433	0.0358204704	0.0304957256	0.0869437136	4.5909511042	2.4381454361	0.0053247448	0	0	1			6.79
190625_03-04_600components-0393	21	0.000751654	-0.000000001	-0.0052909002	0.0057238249	0														692.1928344397	792.1961866946	965.4071509937	939.8129400291	0.1805554225	-8.6429396167	5.9268354874	0.6012393157	2	7	3.8555270635	0.1703918332	0.069076243	0.0500120476	1.6615711784	1.4020818986	0.1013155902	0	0	1			6.79
190625_03-04_600components-0394	21	0.0007516534	-1.28431686946599E-10	-0.0048001487	0.0050250983	0														691.7809669117	792.4351405638	800.5164077961	905.6187890291	0.0943769833	-6.4075245837	9.2018736566	0.6011509856	2	1	5	5	0.7955179237	0.0956849002	1.1166933134	1.0849308807	4.2044820763	0	0	1			6.79
190625_03-04_600components-0395	21	0.000751653	1.77552194988725E-09	-0.0047979974	0.0050318358	0														692.0550776456	792.1570006389	933.6887702737	731.9239094194	0.1083028286	-9.7008669662	7.4807944539	0.6009970997	3	11	2.7262693317	0.078125	0.0452774838	0.0507813964	2.4206324145	1.6670334148	0.0328475162	0	0	1			6.79
190625_03-04_600components-0396	21	0.0007516537	-3.45145422666396E-09	-0.0061554443	0.0056650925	0														691.3644769359	792.7711514524	626.8448970404	1006.0662211954	0.1239031127	-7.0496105816	8.7347792356	0.6008429815	2	17	2.5	0.01953125	0.0146484375	0.0174551983	2.3377929494	1.4849431002	0.0048828125	0	0	1			6.79
190625_03-04_600components-0397	21	0.0007516534	4.53883812355603E-09	-0.0052354566	0.0073617591	0														691.9001334651	792.4852873603	1448.7963211457	729.5567410888	0.1201787045	-6.7104709237	9.2791409596	0.6006806533	1	23	2.5	0.0358204704	0.0304957256	0.0380878044	2.1823045842	1.5379082786	0.0053247448	0	0	1			6.79
190625_03-04_600components-0398	21	0.0007516535	3.20317639750472E-09	-0.0053552687	0.0073991254	0														692.4299163495	793.1013156266	797.2012800095	1090.5483787964	0.1493120873	-7.1175485725	7.394821154	0.6004831159	2	14	3.5355339059	0.0464534029	0.0313927503	0.0230180986	1.6279509291	1.3512885259	0.0150606526	0	0	1			6.79
190625_03-04_600components-0399	21	0.0007516535	1.09714706860258E-09	-0.0057563208	0.0052804407	0														692.5275711186	792.7648160487	995.9082089447	886.1980909227	0.0652150949	-7.023812511	6.6091436095	0.5991914257	3	26	3.2420988866	0.0425979583	0.0377151458	0.0875547433	3.0743429338	2.0330633701	0.0048828125	0	0	1			6.79
190625_03-04_600components-0400	21	0.000751653	-2.8672470184221E-10	-0.0054451565	0.0054553499	0														692.2272077732	792.2608538568	1220.8535551554	653.535725385	0.1031535621	-10.3380004569	7.5166091188	0.5990277398	2	19	1.0511205191	0.0232267015	0.018343889	0.0910284458	7.6651976446	3.2335373866	0.0048828125	0	0	1			6.79
190625_03-04_600components-0401	21	0.0007516537	-2.71124579529136E-09	-0.0060418666	0.0087974939	0														692.616208167	792.2586651835	964.4745904022	1113.7248136469	0.0870642358	-6.6480554237	9.2586357867	0.5984747354	3	5	4.2044820763	0.1703918332	0.0499066125	0.0053325868	1.1164164104	1.0642044601	0.1204852207	0	0	1			6.79
190625_03-04_600components-0402	21	0.0007516535	1.80224359700065E-09	-0.0053098398	0.0052490689	0														691.7526270783	791.9559158161	624.5207250148	1095.9764088822	0.1430517972	-6.6710010301	8.8258782548	0.5983486291	3	5	4.2044820763	0.1432818818	0.0419662915	0.0202120335	1.4122885862	1.2608568558	0.1013155902	0	0	1			6.79
190625_03-04_600components-0403	21	0.0007516531	-5.79879108023193E-09	-0.0052710698	0.0049908719	0														691.6089222972	792.658318374	928.0971502353	856.5046883968	0.2121624365	-6.9521107291	8.439926496	0.5982549421	2	14	4.2044820763	0.0328475162	0.0221980266	0.0225754522	1.71614637	1.3716743224	0.0106494896	0	0	1			6.79
190625_03-04_600components-0404	21	0.0007516536	-7.02116018876868E-10	-0.0049187106	0.0063094943	0														692.120638675	792.5712075756	923.1650840433	984.479562918	0.1580226595	-7.9063790565	7.0782349645	0.5981042214	5	4	4.585020216	0.2209708691	0.0505790359	0.009213063	1.1271445842	1.0903371389	0.1703918332	0	0	1			6.79
190625_03-04_600components-0405	21	0.0007516532	-4.55888390127877E-10	-0.0052286521	0.0054589215	0														691.5952716042	792.3498152456	542.321242722	971.5063821519	0.1861559533	-8.0694271894	7.9751019632	0.5975051882	2	32	0.3407836665	0.0716409409	0.0667581284	0.3178239549	17.100759251	4.9526879418	0.0048828125	0	0	1			6.79
190625_03-04_600components-0406	21	0.0007516536	-0.000000001	-0.0055887533	0.0048715672	0														691.3831011578	792.3540278832	905.719399168	902.6460307757	0.174588383	-7.977908399	7.1457874939	0.5972085775	3	6	3.8555270635	0.1204852207	0.0423602207	0.0326690387	1.6133856868	1.4011736228	0.078125	0	0	1			6.79
190625_03-04_600components-0407	21	0.000751654	2.44341494983826E-09	-0.0047170879	0.0050743111	0														692.2187097525	792.0017172064	975.7497785052	811.6234012742	0.1165761387	-7.5006950501	8.0082600126	0.5971835351	4	0	5	5	0.414979784	0.016809875	1.0332006541	1.0219954519	4.585020216	0	0	1			6.79
190625_03-04_600components-0408	21	0.0007516535	-3.81306795313399E-10	-0.0050920537	0.0055246922	0														692.3707179521	792.4341779608	625.9070735064	950.9986688323	0.1166667614	-8.3972590503	7.7886648097	0.5969241691	1	22	1.767766953	0.0301213052	0.0252384927	0.0470215217	3.2529089435	1.8847760431	0.0048828125	0	0	1			6.79
190625_03-04_600components-0409	21	0.0007516532	-2.55756778726531E-10	-0.0056900858	0.0059863757	0														691.8606530333	792.9704143683	1192.1484999015	906.2722003772	0.077272985	-8.4940305664	6.4275390436	0.5968271929	2	10	4.585020216	0.0212989792	0.0115333542	0.0046591626	1.3448000969	1.1801541068	0.009765625	0	0	1			6.79
190625_03-04_600components-0410	21	0.0007516536	3.62382275300933E-09	-0.0050873311	0.0053644727	0														691.6571681747	792.4376657673	823.8587148775	993.2920817742	0.0162694507	-7.2591564848	7.033549021	0.5964706598	2	24	0.6815673329	0.0358204704	0.0309376579	0.1019928265	4.314126614	2.7061850211	0.0048828125	0	0	1			6.79
190625_03-04_600components-0411	21	0.0007516534	-4.82048601971737E-10	-0.0049084651	0.0050922868	0														692.1006131235	792.7551449593	849.9101033939	974.8108788841	0.1303872078	-9.8711084597	7.646974065	0.5963645546	3	9	3.8555270635	0.2026311804	0.1013155902	0.067081678	1.6412354577	1.3826646467	0.1013155902	0	0	1			6.79
190625_03-04_600components-0412	21	0.0007516529	-4.18476245519239E-09	-0.0055462614	0.0048976134	0														691.9329485411	792.6427887101	947.0987559862	709.0149641648	0.1334635387	-7.5386457604	8.4215052051	0.5958733512	5	1	5	5	0.414979784	0.0449460422	1.0668243719	1.059190798	4.585020216	0	0	1			6.79
190625_03-04_600components-0413	21	0.0007516535	-4.23504902048851E-09	-0.0054148822	0.0051091867	0														691.9882883931	792.0022648874	670.9267503596	821.9291612821	0.1391698041	-8.9805344087	7.0993440772	0.5957777793	2	12	3.8555270635	0.0656950324	0.0403661349	0.0221170883	1.5490390344	1.2753136978	0.0253288976	0	0	1			6.79
190625_03-04_600components-0414	21	0.0007516529	-1.32715677453099E-09	-0.0050423863	0.0054149606	0														691.3525136934	792.7292824581	671.2322344861	988.422364932	0.0744238489	-9.9081685633	8.0017628847	0.5955590124	1	25	0.6815673329	0.0390625	0.0341796875	0.1023152338	4.1284736589	2.5216771005	0.0048828125	0	0	1			6.79
190625_03-04_600components-0415	21	0.0007516528	2.82017447135774E-09	-0.0049707657	0.0048626041	0														691.7093366877	792.5945444944	1011.2953681781	1043.521645609	0.072717647	-7.797641995	8.4405392659	0.5954089962	2	11	3.5355339059	0.0464534029	0.0269221529	0.0315396023	2.0658987041	1.6020842418	0.01953125	0	0	1			6.79
190625_03-04_600components-0416	21	0.0007516534	0.000000001	-0.0054695713	0.0048787095	0														692.143951641	792.284841051	526.0896261171	1099.7629590466	0.0982815313	-8.3172663195	6.695771062	0.5952981861	3	3	4.585020216	0.4052623608	0.0644786944	0.0093275568	1.0984309268	1.0706621744	0.3407836665	0	0	1			6.79
190625_03-04_600components-0417	21	0.0007516533	-7.36907724980918E-09	-0.0057976463	0.0049120436	0														691.8419752656	792.4779671441	425.702751936	553.8812011883	0.0744791678	-6.9817224296	8.047192104	0.5951427073	2	26	0.573127527	0.0425979583	0.0377151458	0.0910857892	8.8978973532	2.7368276945	0.0048828125	0	0	1			6.79
190625_03-04_600components-0418	21	0.0007516533	1.88685482216503E-09	-0.0059274682	0.0054203304	0														692.1474798819	792.1351243594	706.9522629459	812.5120822786	0.0521837259	-8.8511978108	7.0594147106	0.5949982359	4	7	3.8555270635	0.0276213586	0.0111976005	0.0052362845	1.3543209224	1.2183021798	0.0164237581	0	0	1			6.79
190625_03-04_600components-0419	21	0.0007516533	2.16958970205905E-09	-0.0049855134	0.0051355595	0														692.4096348847	792.5118809226	1188.1131373591	931.1381582223	0.1391663768	-9.3457228583	7.1629479474	0.5948304076	3	6	4.2044820763	0.0929068059	0.0326641955	0.017156509	1.4048264605	1.2564494919	0.0602426104	0	0	1			6.79
190625_03-04_600components-0420	21	0.0007516536	4.15544833572289E-09	-0.0069544425	0.0060987032	0														691.9620007129	792.7461009094	759.4394336163	1126.8842181203	0.138145185	-8.5848851023	7.833688103	0.5945962212	3	8	3.5355339059	0.15625	0.0710540834	0.0827655021	2.0756637331	1.623393509	0.0851959166	0	0	1			6.79
190625_03-04_600components-0421	21	0.000751653	8.46954141991778E-09	-0.0049011026	0.005181936	0														691.8373547551	792.2662572972	929.2657147151	907.0839822283	0.1159888652	-8.95496703	8.4819706142	0.5945069282	1	24	2.9730177875	0.0552427173	0.047712391	0.1116916312	3.8666746957	2.0154406484	0.0075303263	0	0	1			6.79
190625_03-04_600components-0422	21	0.0007516534	3.51092758071147E-10	-0.0052733287	0.005132517	0														691.8326595726	792.4720780108	851.0664649275	636.0373479201	0.1143339362	-7.243605394	7.6114483546	0.5940434125	3	20	1.6210494433	0.078125	0.0630643474	0.0961324647	2.7444174107	1.7824172893	0.0150606526	0	0	1			6.79
190625_03-04_600components-0423	21	0.0007516529	5.63292350348477E-12	-0.0051969488	0.0060381266	0														692.4187672278	792.5533008704	996.2928139326	804.5453029859	0.1466375616	-7.6896577774	7.9586840963	0.5939509368	2	3	4.585020216	0.2026311804	0.0322393472	0.002942733	1.0700107908	1.042244794	0.1703918332	0	0	1			6.79
190625_03-04_600components-0424	21	0.0007516529	-6.92621719339705E-10	-0.0048363565	0.0052660259	0														691.9646306036	792.3661778541	870.3646842671	789.1866706873	0.0916310519	-8.9201464669	7.7683996022	0.5937254269	1	24	1.25	0.0358204704	0.0309376579	0.1287473969	5.934253222	3.39336085	0.0048828125	0	0	1			6.79
